bucket_max,ingot_sem,ingot_sum,bucket_kurt,mould_ptp,oil_pressure_min,ingot_ptp,mould_max,bucket_sem,bucket_min,mould_sum,ingot_mode,bucket_skew,bucket_var,ingot_var,ingot_min,bucket_sum,mould_sem,ingot_iqr,ingot_kurt,ingot_skew,mould_iqr,ingot_std,bucket_iqr,mould_kurt,oil_pressure_kurt,mould_min,bucket_ptp,ingot_mean,ingot_median,mould_skew,oil_pressure_skew,oil_pressure_sum,bucket_mode,ingot_max,bucket_std,mould_var,mould_std,final label
0.2802442,-0.3966577,-0.79367936,0.10153423,-0.18913879,0.27342838,-1.4430194,0.918467,-0.11831104,0.2336302,0.98883253,0.74306643,-0.45073643,-0.10269098,-0.34218952,1.798506,0.41804385,-0.13629432,-0.31321442,-1.0530996,0.9022866,-0.0842262,-0.72335005,-0.25724068,-0.37306687,0.3244355,0.99440116,0.14847352,0.5273027,0.4802798,-0.776215,-0.77925295,0.461126,-0.2392116,0.30168682,-0.05872704,-0.094701864,-0.12842943,1
0.38011426,-0.22033471,0.45937067,-0.08296613,-0.14002424,0.026000336,0.9045667,-0.39089105,-0.08167492,0.5245973,-0.34838197,-0.1647589,-0.19776076,-0.11708071,-0.241972,-0.6932068,0.0022626722,-0.12654968,-0.1763357,1.3213719,-1.2094237,-0.07498383,-0.10399747,-0.10771522,-0.30304867,-0.19235875,-0.3481265,-0.21468878,0.3829633,0.3669753,-0.16438824,-0.10961252,-0.16013291,0.02032728,0.25549236,-0.118483715,-0.09463837,-0.124698825,0
0.097580984,-0.32769215,1.3833404,-0.123719364,-0.206722,0.04934351,-0.11056187,-1.9172931,-0.2598438,0.2827764,-1.0104133,-0.4863619,-0.18379697,-0.13087246,-0.30883187,0.49200174,0.57134336,-0.14885196,-0.07088578,0.20618793,-0.18381706,-0.095931716,-0.39361766,-0.1983896,-0.39873487,-0.5614836,-1.8709936,-0.35178983,0.47128272,0.43049613,-0.38429016,0.4404144,0.54136646,0.39522222,0.38580787,-0.17837389,-0.09488738,-0.14032353,0
0.11433821,-0.182756,0.094193965,0.1944937,0.17327513,0.18115918,1.0469378,0.8922584,0.08278342,0.17580245,-0.04463728,0.18278281,-0.60895973,-0.10520625,-0.2257249,-0.8068355,-0.5738471,-0.058495946,-0.21036085,1.4249057,-1.3187411,-0.07604258,-0.050329857,-0.33408573,2.1154988,0.5511576,0.8444705,-0.10064263,0.37249473,0.36037767,2.3465354,-1.1617806,-0.5867546,-0.2732683,0.2910722,-0.06898684,-0.09333967,-0.06721943,0
-0.103209466,-0.42091772,-1.0949614,-0.2399322,0.20253016,-0.073662505,-1.5405306,0.41006082,0.056942526,0.12325679,-1.4342368,-2.2527895,0.29119828,-0.19033651,-0.34327865,-1.588875,-1.9499909,0.33599022,-0.3467015,-1.1189404,1.4617221,-0.009726921,-0.7739355,-0.07060657,-0.31735116,-0.64314455,0.3462555,-0.47393966,-2.766261,-2.604075,-1.3266332,0.6549228,-2.0215905,0.09341168,-3.2709463,-0.47763813,-0.08237037,0.15920502,0
-0.033271465,1.2076551,-0.23280995,-0.6108143,-0.0057407157,0.57422495,1.8030084,0.7108496,0.08720414,0.20768282,-0.5896772,-2.2561631,0.69752127,-0.13619857,4.335114,-1.5902009,-1.1380241,-0.060553234,5.859651,-1.18063,0.9872756,-0.07182641,3.9268262,0.36155745,-0.09776969,-0.6971058,0.7217334,-0.48921227,-0.48545584,0.44061923,-0.09050328,0.7133102,-1.0183451,0.2839298,0.29577568,-0.20226674,-0.09378229,-0.084052145,1
0.11389395,-0.28426206,1.1037023,-0.16628152,-0.15308605,-0.024821939,0.60961,1.2095022,0.041178107,0.12781061,0.948838,0.8737577,-0.079237714,-0.07184583,-0.2807434,-0.19970624,0.1311274,-0.13594034,-0.08658709,1.6033666,-1.1781303,-0.0886129,-0.25294048,-0.018811988,-0.34566197,-0.7063444,1.2768171,-0.0054837707,0.5307939,0.49603125,-0.37062785,0.730851,0.07696068,-0.28872818,0.44605637,0.061466157,-0.09474431,-0.13101035,1
0.2637346,-0.3543483,0.9019127,-0.5143295,0.047450002,0.20115112,-0.6367631,0.6694144,0.2534209,-0.05420931,0.6952108,0.66273123,0.56625867,0.004366533,-0.3269588,0.93626094,0.22489306,-0.037071124,-0.1660679,-0.28724748,0.18885694,0.052459817,-0.5196591,0.43389592,-0.38312423,-0.5332309,0.6616678,0.68874574,0.3745815,0.33773917,-0.23281792,0.8325066,0.3487671,0.30523172,0.2791763,0.32400817,-0.09183842,-0.02043428,0
0.086830564,-0.2858068,1.2763104,-0.011071153,0.09290419,0.052040774,0.7266705,1.2941154,0.13023674,0.017405659,0.9770448,0.5525134,-0.28743613,-0.04500713,-0.27773756,-0.4229634,0.14594789,-0.10101074,-0.10026991,1.8816988,-1.3149254,-0.09087329,-0.23997518,-0.05570921,1.0211204,-0.5965135,1.2787399,0.15614036,0.45213425,0.4215148,1.1255497,0.8528595,0.1331352,-0.43621528,0.34237012,0.15879318,-0.09400199,-0.093234435,1
0.099957645,-0.33488467,1.1894865,-0.32823488,-0.14751369,0.19253603,-0.46659017,0.882048,0.15912774,0.09666337,1.0726548,0.24205625,0.089618266,-0.012977964,-0.31501228,1.1892952,0.48565015,-0.11964746,-0.07266561,-0.98524165,1.3047073,-0.06913793,-0.43171388,-0.04963195,-0.37706342,-0.6603091,0.94335246,0.02625209,0.39551756,0.3502517,0.044893533,0.84455144,0.5255297,-0.17055523,0.7198767,0.267773,-0.09432564,-0.10812534,1
0.18952234,-0.10952012,-1.0729803,0.20726794,-0.17734277,0.35775387,-0.3514164,0.95631,-0.04473921,0.16709201,1.0331744,0.62854505,-0.59718996,-0.08163276,-0.27023026,0.5573929,0.4412464,-0.14141844,-0.3288651,-0.18544656,-0.35360885,-0.084308304,-0.20883402,-0.28195384,-0.40388623,0.32269135,1.028703,0.08219371,0.39878854,0.38957113,-0.36007276,-0.8546418,0.52005327,0.4852948,0.19573626,0.024385724,-0.094789594,-0.1338491,1
0.5406827,-0.0970872,-1.7041248,-0.5569766,-0.2349527,0.1891656,-1.452784,-0.39374694,-1.2008013,1.4107765,-1.9773188,0.15307763,2.7778156,-0.27351224,-0.33590356,1.2413789,-2.2852535,-0.07507668,-0.27710298,-1.0613954,0.74152595,-0.09478393,-0.61057174,-0.36796463,-0.40831944,-0.31691316,-0.31869784,-1.6366358,-0.009702407,-0.0019414708,-0.72450966,-0.2897367,-2.4310806,0.8149926,-0.2792146,-1.3359241,-0.094864696,-0.13877554,0
0.11347801,-0.26474512,1.3089939,-0.3065384,-0.12457758,0.15433931,1.4824882,1.0224527,-0.15435484,0.24724592,1.3042071,0.6368538,0.07800314,-0.10077543,-0.25655252,-0.08986111,0.634711,-0.11346101,-0.077984825,-0.005897285,0.3723754,-0.063569926,-0.15595604,-0.15374362,-0.34330037,-0.6668072,1.0777117,-0.24564728,0.4505802,0.407793,0.08453917,0.79090637,0.6386047,0.41844496,1.4900315,-0.05096371,-0.09413627,-0.099189356,1
0.4368677,-0.36894086,-0.62198806,0.23868585,-0.17913972,0.11951941,-1.166878,-0.4336095,-0.17650463,0.5600344,-0.36255836,-0.021604657,-0.6191984,-0.13858412,-0.33831942,0.63763875,0.021198714,-0.12686966,-0.28536457,-0.3483006,0.02492446,-0.074690945,-0.6439573,-0.24442692,-0.38816616,1.8582845,-0.3780638,-0.1608302,-0.3287768,-0.31581706,-0.60645396,-2.0517156,-0.12260669,0.708988,-0.59231913,-0.21311697,-0.09464408,-0.1250284,0
0.0879311,-0.3178743,1.3822283,-0.22963968,-0.16294867,0.17420636,-0.032434706,0.8616887,-0.21507652,0.2329877,1.2708309,0.7072192,-0.028633457,-0.113616034,-0.3020339,0.4217077,0.7118085,-0.122672886,-0.0430639,-0.012310432,-7.169313e-05,-0.06703146,-0.35546923,-0.15748037,-0.40022635,-0.66856486,0.9279922,-0.27328315,0.4683457,0.42772722,-0.05445277,0.28897426,0.74464244,0.3858562,0.39720255,-0.103854805,-0.094334066,-0.10853981,1
0.04906775,-0.23989213,1.3637236,-0.32130107,-0.11609604,0.20856975,1.8796095,0.76228964,0.08209792,0.0050135893,1.1569481,0.09289044,0.1086315,-0.025927275,-0.22701235,-0.69911736,0.6461452,-0.11016147,0.007859981,0.41261476,-0.12719098,-0.06803786,-0.054441597,0.0100225955,-0.299539,-0.73080546,0.8113926,0.09789409,0.4634551,0.42301354,0.2923919,0.58828264,0.7409032,-0.2058772,1.2899626,0.22456309,-0.09402899,-0.09440907,1
0.2532925,-0.18145497,0.33002314,-0.2803745,-0.18023443,0.21193436,1.083578,0.588899,0.15759945,0.27158487,0.013117061,0.0030782882,0.1213149,-0.07626213,-0.21396992,-0.5949661,-0.3816488,-0.14145812,-0.18092756,1.125307,-1.1241729,-0.097259864,-0.01378119,0.118289925,-0.27856696,0.3935806,0.65766126,0.01315676,0.6611141,0.6226196,-0.8639915,-0.5352334,-0.3964847,-0.07444434,0.54712033,0.044847164,-0.09493781,-0.14387684,0
-0.014808419,-0.090380006,-0.7639817,-0.5353761,0.47709417,0.06585351,-0.0019489306,1.0367435,0.11593111,-0.12536664,1.0000348,-0.56650484,0.5663542,-0.032610223,-0.22218353,0.029318815,0.31256667,0.25054985,-0.30343542,-0.33826932,-0.2586495,0.50221795,-0.03913416,0.38381353,-0.47134504,-0.64901435,0.88732815,0.21855582,0.22603327,0.23475325,-0.2521355,0.7818629,0.40895617,-0.44886148,0.027941708,0.20182309,-0.0706095,0.3024443,0
-0.14585589,-0.09979789,-1.2145928,-0.4467105,0.28585017,-0.2837058,-0.42687365,-1.7328943,0.557614,-0.16953155,-1.6904387,-0.8150363,0.3190316,-0.029573759,-0.27684993,0.106819026,-1.1235521,-0.010097228,-0.1719809,-0.40799606,-0.09932392,-0.098682754,-0.23620357,0.09298082,4.8313355,-0.7075498,-1.8519863,0.01874902,-0.19009475,-0.18021858,4.4949517,0.66104895,-1.201231,-0.6325944,-0.34616148,0.21219352,-0.09245592,-0.03821478,1
-0.022356775,-0.19077751,0.80128574,-0.25998676,-0.21263215,0.18005683,0.81657195,-1.9189196,0.024937356,-0.08189619,-0.8907891,-0.9266962,0.08461852,-0.03588673,-0.19024041,-0.21043657,0.7528911,-0.1562857,0.27888206,-0.65629786,0.398008,-0.09672654,0.05525321,0.20301796,-0.41270956,-0.6879336,-1.8706282,0.114871904,0.31654802,0.29967028,-0.32250518,0.5939992,0.87883097,0.28526986,0.65593,0.19055948,-0.094970286,-0.14625563,0
0.47938305,-0.32386437,0.5442605,-0.010812798,-0.026121821,0.26225135,-0.33805436,-0.31808856,-0.1253594,0.48855317,0.8036744,0.06522983,-0.32544467,-0.059269547,-0.31510338,0.35072422,1.5759857,-0.06747795,-0.14697784,0.35643518,-0.41853598,-0.08009973,-0.43230477,-0.13755609,-0.1890124,-0.6190289,-0.31319058,0.07588218,0.16276246,0.14579438,-1.5321921,0.34717214,1.4858767,0.72766453,-0.001626268,0.1078259,-0.09222362,-0.03132913,0
0.5406827,4.447299,-1.7241172,-0.5797388,-0.2349527,0.1891656,-0.04581049,-0.39374694,-1.1877134,1.4107765,-2.0400343,-0.408075,2.8119097,-0.27348456,0.85140467,-0.21946071,-2.3765848,-0.074026346,1.0687344,-2.8941896e-08,1.2200823,-0.09825694,1.5887033,-0.35882914,-0.36985478,-0.2300829,-0.31869784,-1.6366358,-0.7230795,-0.6906564,-0.7984888,-0.4535182,-2.5199041,0.81422925,-0.2736077,-1.3346382,-0.094910115,-0.14190504,0
0.17719154,7.004453,-1.7233441,0.05214667,0.03918906,0.26146492,0.6321207,0.97540003,0.87197924,-0.43655157,1.2425885,0.098715305,-0.39988235,0.29442662,2.4318385,-0.6661927,0.6306229,-0.11587614,1.7022475,-2.8941896e-08,0.8315597,-0.069867,2.8405335,-0.099198565,0.1343895,-0.14380829,0.9743098,1.2642659,-0.5944645,-0.16394536,0.050024744,-0.05253672,0.72278,-0.8245668,-0.0075888787,1.0864755,-0.09419636,-0.10195176,0
0.12207511,-0.22059385,0.32691124,-0.11650047,-0.19774644,0.24988016,0.81360537,0.41812485,0.38158968,0.056087673,-0.14334875,0.7828543,-0.17136644,-0.021738669,-0.2512156,-0.3324751,-0.48263896,-0.1151976,-0.20448568,1.6992955,-1.4466336,-0.06542133,-0.13646555,0.0037547394,-0.43456525,3.040086,0.49070472,0.15618509,0.64848655,0.61051965,-0.5107043,-2.4357836,-0.44966075,0.41804278,0.5278008,0.23866034,-0.09454114,-0.11925358,0
0.55445874,-0.30162522,1.0232261,0.21054876,-0.20822363,0.2138034,0.17436382,-0.38640985,-0.13424253,0.5909955,0.20188875,0.9211002,-0.5885078,-0.09618753,-0.29629824,0.3143305,0.84577686,-0.15258615,-0.08220735,0.76481587,-0.6254579,-0.10096825,-0.32566214,-0.20780168,-0.39149478,0.17675325,-0.320369,0.035823293,0.59204304,0.5445969,-0.2667884,-0.50690746,0.6822886,0.78187615,0.50793797,-0.032541804,-0.09494154,-0.14414643,0
0.15219732,0.19483846,-1.0041562,0.2209237,-0.13374296,0.13565014,1.0229058,0.91453636,-0.11132093,0.23814182,0.93444777,0.18009374,-0.67085934,-0.10285401,-0.040806014,-0.8116066,0.36261982,-0.12188228,-0.32699054,-0.037663955,-0.47921672,-0.06575839,0.402114,-0.33440855,-0.394707,1.3179832,0.97156054,-0.14223762,0.42843425,0.45139298,-0.526425,-1.3663272,0.3517701,0.45471933,0.26054052,-0.059389796,-0.09442499,-0.113111995,0
-0.016608922,-0.38404855,-0.9738726,-0.4081636,0.50578874,-0.014290183,-1.3717605,1.2885246,-0.02574385,0.007613747,0.8739189,0.4982668,0.30723757,-0.092248894,-0.3415138,1.4251838,0.020140683,0.43076512,-0.3109474,-0.7907206,0.49487272,0.6646654,-0.7046053,0.09629135,-0.48583513,-0.5252547,1.1325026,-0.051787987,0.2301832,0.20195192,-0.32768613,0.38212138,0.042315014,0.23967054,-0.0045395275,-0.016914789,-0.051953293,0.47124767,1
0.21521166,0.635802,-1.7194992,-0.21689723,-0.19304053,-0.1349358,-1.2688895,1.1770144,-0.021723744,0.081281476,1.3104683,0.17309515,0.028169194,-0.06939243,-0.2861739,1.264838,0.46984246,-0.14402206,-0.0742084,-2.8941896e-08,1.6342572,-0.092075534,-0.2771787,0.028626844,-0.40442422,-0.6703952,1.2575246,0.3105962,0.045209635,-0.03687973,-0.50271904,0.3576153,0.3716403,-0.3806093,-0.058949318,0.0706205,-0.094816014,-0.13554905,1
